SENDER,TEXTS,❤️,😍,💖,🧡,💕,😘,🥰,LOVE.M,LOVE.H,LOVE.B,LOVE.Me,LOVE,😂,EMOS,EMOS.M,EMOS.H,EMOS.B,EMOS.Me,EMOS,!,EXC.M,EXC.H,EXC.B,EXC.Me,CAPS,CAPS.M,CAPS.H,CAPS.B,CAPS.Me,CALL,RELEVANCE
Me.M, Iyaah💖 Tuhan baik,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Kalo delivery kenapa2😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, KALO MO HOTPOT JG JGN JD APR,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Mom, Kepencet de 😅😅😅,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,6,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Kereeeen ❤️😍,1,1,0,0,0,0,0,2,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Kok kyot disini😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Krn ep tau rumahnya de, dl khan dia sempet tinggal disana. Kalo adik2nya ga tau 🥺",0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Makin lama psti makin full itu😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Masuk akal jgaa😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Mau telp kah mamm hr ini? 💕,0,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, may i get Garden Goodness plss😊,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Me too!!! Is like dia pet himself 🤣,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,3,0,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Me🙋🏻‍♀️,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, MINUTES,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Mom, ‎Missed voice call,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,STAY
Mom, Mom jg 😭,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Mom jg ga tau de 😔,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Mom putusin dl aja ya, besok mom cerita",0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, Morning! Anyone up for coffee? 💛,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Morning!!!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, NGEDRILL NYA HRS BANGET YAA JAM 10 MALEM,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Housies1, Nopeee anything 😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Ntar ade halo2 yaa❤️,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, Oh iyaa can! Thankyouu🧡,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Ohh okeyyy❤️,1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, OHNO,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Me.H, Okaay!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Okayy sounds good mami❤️,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, Okayy! Kita liat yg msh ada apa yaa,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Okayy😊,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Okeyy besok pagi I analisa pake senter🤣Hahhahahaha,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, OMGOSH YUMMMMMM,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Housies1, One of these whichever looks nicer 😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Ooh iya.. siip, bsk berkabar yaa 😃",0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Ooh siiip 😃,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Oooh 😃 ya visit kelly nkali ya de,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Ooohh😂 haha ade kaget,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Pas mau make up.. maleeeesnyaaa 🙄,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, pelaaaan pelan🤣,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Penasaran how woolies toorak look like wkkw🤣,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, permasakan hari inii🥰,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Puji Tuhan 🙏🏻 tp emang bagus kok project itu, mom sukaa 😍",0,1,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Puji Tuhan mom baik² de 🤗,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, R u guys ok with this rice?😁,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Salam buat Sharen de 🤗,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Salam tantee ktnya😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Sama2 bertamasya 🤪,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Sbb 😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Sedih bgt ya, kasian ep 😭 nathan jg cerita sambil bramba",0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Sek bsk mom tanya kaka ya yg anak2nya br vaksin 😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Semoga lancar aja ya tp mamm❤️ hehhee,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Semua diskon 40 ya🧡,0,0,0,1,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Seneng yaaa 😍 ketemu komunitas baru, saling bagi ilmu, trs jg motivasi buat kita gt liat skill & talent org2 😃",0,1,0,0,0,0,0,1,0,0,0,1,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, She also just new a few hours ago dia ke greja😂😂,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,0,0,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, SHOKYOT THE PLACE BTW,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Mom, Siiip 🤗,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Siiip ah 😍,0,1,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, Sippoooo😉,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, So I'll trf 15😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Soalnya jujur males ngangkat😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Sorry pollo🥺,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.M, Sorry ya ade blm bisa hr ini mam td abis meeting maleman jg 🥺,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Sudah de 😁,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, THANK U JESHIII❤️ omg uda pada makan yah,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, thank uu💕,0,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, thats mor like it😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, This is 20 dollar ya so 6 dollar pp ☺️ thankschu,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, This is sooo cute😂 ilusi,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, This weekend?😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Tp is white tho🥲,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Tp kalo pagi jg gabisa sih🥲😂,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,0,0,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, U*,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Housies1, Uki😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, UKIII,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Housies1, Ukiiii I trfff😆thanku jooo,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Unless if your grocery ga nyampe minimum nya yauda can sekalian 😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Until Sunday 😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Uuuu okk😍,0,1,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, UUUUUU inchesting,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Me.M, Waaah cakep mamm😍😍,0,2,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Waaah enaaak 😍😋,0,1,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, We can do weekend?😁 plus movie day/night wkwk,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Will be a workout tho 10kg😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, WKWKW,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Me.H, WKWKWK GPP SAY JANGAN😂 wkt pulang ajaah,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.H, WKWKWKW,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Mom, Woooww 🤩 congrats ade 😍😍😍,0,3,0,0,0,0,0,3,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom, Yaaayyy 🤩💃🏻🥳,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Mom," Yaay 😍 lancar yaa.. usahakan tdr ckp seblm vaksin, biar daya tahan tubuh baik 👍🏻",0,1,0,0,0,0,0,1,0,0,0,1,,1,1,0,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, Yesh🤣,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies1, YESHHH HIHIHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STAY
Housies1, Yeshhh!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Housies2, Yess first day of spring🌼,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Me.B,❤,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,STAY
Me.B,❤,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Me.B,❤,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties2,❤,1,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,👀,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,👀👀👀,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,3,0,6,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,👍,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,👍,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,STAY
Me.B,🥳🥳🥳,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,3,6,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,🥺,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties2,🦦,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,STAY
Me.B,🧐,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,STAY
Me.B,😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,2,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties1,😆,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,😮,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,😮,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,😮,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,😮,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties1,🙏,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties2,7 works just fine for me! But whenever is okay as long as it works for everyone,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.B,And dont mind any movie!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Me.B,AW,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,Channeling that Peabody energy with the puns I see 👀,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,Down! Is it okay if we start a little later?,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,Excuse you… it’s PERFECT,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,Fantastic fox lesdoit!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,for those who wanna join first!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,Gotta do some stuff after work!,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties2,"Hahaha alrightyy, I’ll see you guys soon!",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
Besties3,HECK YEEEE,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,STAY
Besties3,Hello! We still good for tomorrow? I don’t remember if we decided what to watch 😂,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,2,1,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,STAY
